frame,state,boot_x,boot_y,cart_x,target,direction,loop_ms
516,AIM,1032,382,1014,,0,2.1
517,AIM,1032,382,1014,,0,2.7
518,AIM,1032,382,1014,,0,2.0
519,AIM,1032,382,1014,,0,2.0
520,AIM,1032,382,1014,,0,2.5
521,AIM,1032,382,1014,,0,3.5
522,AIM,1032,382,1014,,0,2.1
523,AIM,1032,382,1014,,0,2.6
524,AIM,1032,382,1014,,0,1.9
525,AIM,1032,382,1014,,0,2.7
526,AIM,1032,382,1014,,0,2.7
527,AIM,1032,382,1014,,0,2.7
528,AIM,1032,382,1014,,0,1.8
529,AIM,1032,382,1014,,0,2.6
530,AIM,1032,382,1014,,0,1.9
531,AIM,1032,382,1014,,0,4.1
532,AIM,1032,382,1014,,0,2.0
533,AIM,1032,382,1014,,0,2.7
534,AIM,1032,382,1014,,0,2.5
535,AIM,1032,382,1014,,0,2.3
536,AIM,1032,382,1014,,0,1.9
537,AIM,1032,382,1014,,0,3.1
538,AIM,1032,382,1014,,0,1.8
539,AIM,1032,382,1014,,0,3.0
540,AIM,1032,382,1014,,0,2.8
541,AIM,1032,382,1014,,0,2.7
542,AIM,1032,382,1014,,0,2.0
543,AIM,1032,382,1014,,0,3.2
544,AIM,1032,382,1014,,0,1.9
545,AIM,1032,382,1014,,0,2.8
546,AIM,1032,382,1014,,0,2.1
547,AIM,1032,382,1014,,0,2.1
548,AIM,1032,382,1014,,0,2.1
549,AIM,1032,382,1014,,0,2.8
550,AIM,1032,382,1014,,0,2.4
551,AIM,1032,382,1014,,0,2.9
552,AIM,1032,382,1014,,0,2.2
553,AIM,1032,382,1014,,0,2.8
554,AIM,1032,382,1014,,0,3.0
555,AIM,1032,382,1014,,0,2.3
556,AIM,1032,382,1014,,0,2.2
557,AIM,1032,382,1014,,0,3.1
558,AIM,1032,382,1014,,0,2.7
559,AIM,1032,382,1014,,0,3.7
560,AIM,1032,382,1014,,0,2.1
561,AIM,1032,382,1014,,0,2.4
562,AIM,1032,382,1014,,0,3.2
563,AIM,1032,382,1014,,0,2.5
564,AIM,1032,382,1014,,0,2.0
565,AIM,1032,382,1014,,0,3.2
566,AIM,1032,382,1014,,0,2.5
567,AIM,1032,382,1014,,0,2.7
